date,node_id,day_of_simulation,time_of_day_min,pH,temperature_C,TDS_mgl,DO_mgl,label
2024-01-03,NODE_01,3,1290,7.24,24.07,183,1.79,1
2024-01-03,NODE_01,3,1300,7.9,26.26,172,5.51,0
2024-01-03,NODE_01,3,1310,7.03,22.63,134,7.0,0
2024-01-03,NODE_01,3,1320,7.32,24.82,142,6.24,0
2024-01-03,NODE_01,3,1330,8.08,23.32,172,2.04,1
2024-01-03,NODE_01,3,1340,7.12,24.02,180,5.22,0
2024-01-03,NODE_01,3,1350,8.04,24.25,129,2.49,1
2024-01-03,NODE_01,3,1360,7.85,25.28,179,5.9,0
2024-01-03,NODE_01,3,1370,7.8,23.3,179,2.33,1
2024-01-03,NODE_01,3,1380,7.97,23.99,177,2.6,1
2024-01-03,NODE_01,3,1390,7.73,23.57,185,1.87,1
2024-01-03,NODE_01,3,1400,7.5,23.09,184,6.14,0
2024-01-03,NODE_01,3,1410,7.87,26.23,185,6.28,0
2024-01-03,NODE_01,3,1420,7.9,23.8,120,2.56,1
2024-01-03,NODE_01,3,1430,8.01,20.62,182,1.67,1
2024-01-04,NODE_01,4,0,7.91,22.68,179,1.74,1
2024-01-04,NODE_01,4,10,8.04,25.27,132,2.92,1
2024-01-04,NODE_01,4,20,7.66,22.67,180,2.04,1
2024-01-04,NODE_01,4,30,7.35,24.66,135,6.18,0
2024-01-04,NODE_01,4,40,7.98,27.04,164,2.03,1
2024-01-04,NODE_01,4,50,8.04,25.58,182,1.93,1
2024-01-04,NODE_01,4,60,7.67,25.52,184,5.83,0
2024-01-04,NODE_01,4,70,7.7,23.67,127,2.98,1
2024-01-04,NODE_01,4,80,8.24,24.69,167,2.06,1
2024-01-04,NODE_01,4,90,7.52,24.09,121,2.74,1
2024-01-04,NODE_01,4,100,8.14,23.41,173,2.31,1
2024-01-04,NODE_01,4,110,8.01,26.03,181,2.13,1
2024-01-04,NODE_01,4,120,7.84,23.49,131,6.26,0
2024-01-04,NODE_01,4,130,7.3,24.98,151,2.66,1
2024-01-04,NODE_01,4,140,7.91,23.68,180,3.27,1
2024-01-04,NODE_01,4,150,7.96,25.07,172,5.72,0
2024-01-04,NODE_01,4,160,7.69,23.06,183,2.53,1
2024-01-04,NODE_01,4,170,7.68,23.34,179,6.1,0
2024-01-04,NODE_01,4,180,7.27,25.37,138,6.65,0
2024-01-04,NODE_01,4,190,7.8,26.33,185,6.69,0
2024-01-04,NODE_01,4,200,8.15,24.99,133,2.06,1
2024-01-04,NODE_01,4,210,7.62,22.38,137,2.71,1
2024-01-04,NODE_01,4,220,7.93,25.31,172,6.41,0
2024-01-04,NODE_01,4,230,7.9,23.08,135,6.32,0
2024-01-04,NODE_01,4,240,7.94,23.59,178,2.25,1
2024-01-04,NODE_01,4,250,7.94,25.18,176,2.26,1
2024-01-04,NODE_01,4,260,7.9,26.34,181,1.87,1
2024-01-04,NODE_01,4,270,7.99,25.29,137,3.22,1
2024-01-04,NODE_01,4,280,7.65,22.68,169,6.94,0
2024-01-04,NODE_01,4,290,7.67,25.29,174,6.09,0
2024-01-04,NODE_01,4,300,7.91,22.49,145,2.29,1
2024-01-04,NODE_01,4,310,7.73,24.47,129,2.72,1
2024-01-04,NODE_01,4,320,7.96,23.25,123,2.67,1
2024-01-04,NODE_01,4,330,8.1,26.0,176,1.86,1
2024-01-04,NODE_01,4,340,8.02,23.02,132,1.92,1
2024-01-04,NODE_01,4,350,7.26,23.77,126,5.9,0
2024-01-04,NODE_01,4,360,7.92,26.61,184,1.4,1
2024-01-04,NODE_01,4,370,7.79,26.51,182,5.66,0
2024-01-04,NODE_01,4,380,7.9,26.08,174,5.26,0
2024-01-04,NODE_01,4,390,7.82,25.46,181,5.97,0
2024-01-04,NODE_01,4,400,7.4,24.92,146,6.13,0
2024-01-04,NODE_01,4,410,8.0,25.1,121,2.42,1
2024-01-04,NODE_01,4,420,8.06,22.75,188,1.69,1
2024-01-04,NODE_01,4,430,8.02,23.43,171,2.3,1
2024-01-04,NODE_01,4,440,8.14,21.7,178,1.87,1
2024-01-04,NODE_01,4,450,8.1,25.63,122,2.88,1
2024-01-04,NODE_01,4,460,7.49,24.0,133,7.4,0
2024-01-04,NODE_01,4,470,7.74,22.34,126,6.82,0
2024-01-04,NODE_01,4,480,7.99,24.97,176,5.65,0
2024-01-04,NODE_01,4,490,8.06,21.78,180,2.09,1
2024-01-04,NODE_01,4,500,7.73,22.53,178,1.8,1
2024-01-04,NODE_01,4,510,8.26,22.35,123,2.67,1
2024-01-04,NODE_01,4,520,8.48,23.1,184,2.31,1
2024-01-04,NODE_01,4,530,8.25,24.97,180,1.68,1
2024-01-04,NODE_01,4,540,7.91,23.35,163,6.2,0
2024-01-04,NODE_01,4,550,8.05,25.36,179,1.84,1
2024-01-04,NODE_01,4,560,8.03,25.45,178,2.37,1
2024-01-04,NODE_01,4,570,8.01,26.21,180,2.28,1
2024-01-04,NODE_01,4,580,8.15,23.81,129,2.68,1
2024-01-04,NODE_01,4,590,7.89,24.79,129,2.6,1
2024-01-04,NODE_01,4,600,7.47,24.58,139,7.13,0
2024-01-04,NODE_01,4,610,8.0,22.76,184,2.65,1
2024-01-04,NODE_01,4,620,7.26,21.18,140,7.04,0
2024-01-04,NODE_01,4,630,7.96,22.68,181,2.25,1
2024-01-04,NODE_01,4,640,8.02,27.15,174,4.88,0
2024-01-04,NODE_01,4,650,7.72,23.32,185,2.0,1
2024-01-04,NODE_01,4,660,7.82,26.41,180,1.75,1
2024-01-04,NODE_01,4,670,7.97,24.33,144,1.67,1
2024-01-04,NODE_01,4,680,7.8,23.57,179,2.62,1
2024-01-04,NODE_01,4,690,7.71,24.05,122,2.91,1
2024-01-04,NODE_01,4,700,7.92,23.6,179,1.64,1
2024-01-04,NODE_01,4,710,8.01,25.11,180,6.63,0
2024-01-04,NODE_01,4,720,7.89,23.68,171,6.22,0
2024-01-04,NODE_01,4,730,7.89,26.52,170,5.28,0
2024-01-04,NODE_01,4,740,7.85,26.02,190,2.31,1
2024-01-04,NODE_01,4,750,8.19,24.46,177,1.56,1
2024-01-04,NODE_01,4,760,7.93,22.22,190,1.87,1
2024-01-04,NODE_01,4,770,7.54,22.25,185,2.5,1
2024-01-04,NODE_01,4,780,8.06,23.43,172,2.3,1
2024-01-04,NODE_01,4,790,7.84,25.81,179,6.17,0
2024-01-04,NODE_01,4,800,8.07,22.74,171,2.3,1
2024-01-04,NODE_01,4,810,8.14,22.22,187,2.27,1
2024-01-04,NODE_01,4,820,7.78,22.44,132,3.13,1
2024-01-04,NODE_01,4,830,7.53,22.47,182,5.73,0
2024-01-04,NODE_01,4,840,8.02,21.65,187,2.42,1
2024-01-04,NODE_01,4,850,7.37,22.98,182,2.77,1
2024-01-04,NODE_01,4,860,7.95,26.23,170,5.42,0
2024-01-04,NODE_01,4,870,8.04,23.17,190,1.29,1
2024-01-04,NODE_01,4,880,7.97,24.16,172,2.64,1
2024-01-04,NODE_01,4,890,8.08,23.65,178,2.65,1
2024-01-04,NODE_01,4,900,7.93,24.24,180,5.04,0
2024-01-04,NODE_01,4,910,7.71,23.6,177,2.14,1
2024-01-04,NODE_01,4,920,8.14,24.21,138,5.72,0
2024-01-04,NODE_01,4,930,7.89,22.07,184,2.55,1
2024-01-04,NODE_01,4,940,8.0,25.68,141,2.86,1
2024-01-04,NODE_01,4,950,8.0,25.72,177,5.37,0
2024-01-04,NODE_01,4,960,8.07,23.18,126,2.02,1
2024-01-04,NODE_01,4,970,8.01,25.16,171,2.44,1
2024-01-04,NODE_01,4,980,8.02,22.56,179,1.82,1
2024-01-04,NODE_01,4,990,7.93,23.16,179,1.66,1
2024-01-04,NODE_01,4,1000,8.1,21.57,178,2.1,1
2024-01-04,NODE_01,4,1010,8.2,23.69,180,2.07,1
2024-01-04,NODE_01,4,1020,7.02,25.48,143,6.09,0
2024-01-04,NODE_01,4,1030,8.0,25.88,183,2.6,1
2024-01-04,NODE_01,4,1040,7.43,22.05,171,2.95,1
2024-01-04,NODE_01,4,1050,8.55,21.99,175,1.76,1
2024-01-04,NODE_01,4,1060,8.14,23.48,129,2.4,1
2024-01-04,NODE_01,4,1070,7.88,23.52,169,5.26,0
2024-01-04,NODE_01,4,1080,7.96,24.94,178,6.93,0
2024-01-04,NODE_01,4,1090,7.67,24.46,144,1.92,1
2024-01-04,NODE_01,4,1100,7.73,23.41,180,2.72,1
2024-01-04,NODE_01,4,1110,7.79,23.72,186,2.3,1
2024-01-04,NODE_01,4,1120,7.88,22.01,177,2.89,1
2024-01-04,NODE_01,4,1130,7.85,25.8,182,2.15,1
2024-01-04,NODE_01,4,1140,7.51,25.14,183,1.96,1
2024-01-04,NODE_01,4,1150,7.61,23.08,177,2.18,1
2024-01-04,NODE_01,4,1160,7.9,24.25,182,2.43,1
2024-01-04,NODE_01,4,1170,7.84,26.55,138,2.5,1
2024-01-04,NODE_01,4,1180,7.63,24.19,179,1.9,1
2024-01-04,NODE_01,4,1190,7.93,25.91,179,1.96,1
2024-01-04,NODE_01,4,1200,8.11,24.05,170,1.72,1
2024-01-04,NODE_01,4,1210,8.05,24.87,139,2.26,1
2024-01-04,NODE_01,4,1220,7.87,24.44,179,2.07,1
2024-01-04,NODE_01,4,1230,8.03,23.26,126,3.21,1
2024-01-04,NODE_01,4,1240,7.02,21.84,142,6.45,0
2024-01-04,NODE_01,4,1250,8.18,24.04,184,1.8,1
2024-01-04,NODE_01,4,1260,7.99,22.1,141,3.16,1
2024-01-04,NODE_01,4,1270,7.87,24.1,181,2.52,1
2024-01-04,NODE_01,4,1280,7.87,24.78,165,6.05,0
2024-01-04,NODE_01,4,1290,8.07,22.27,184,1.69,1
2024-01-04,NODE_01,4,1300,7.21,25.37,173,7.3,0
2024-01-04,NODE_01,4,1310,7.39,24.87,185,5.84,0
2024-01-04,NODE_01,4,1320,7.34,26.07,127,2.55,1
2024-01-04,NODE_01,4,1330,7.69,21.34,127,5.77,0
2024-01-04,NODE_01,4,1340,7.73,23.26,178,1.91,1
2024-01-04,NODE_01,4,1350,7.61,23.58,132,6.34,0
2024-01-04,NODE_01,4,1360,7.11,25.69,129,6.24,0
2024-01-04,NODE_01,4,1370,7.72,23.23,173,6.11,0
2024-01-04,NODE_01,4,1380,8.15,25.76,183,1.71,1
2024-01-04,NODE_01,4,1390,7.73,23.63,180,2.01,1
2024-01-04,NODE_01,4,1400,8.04,22.47,184,5.4,0
2024-01-04,NODE_01,4,1410,7.84,24.08,178,5.74,0
2024-01-04,NODE_01,4,1420,8.05,24.5,182,2.25,1
2024-01-04,NODE_01,4,1430,7.69,25.55,136,2.24,1
2024-01-05,NODE_01,5,0,7.52,24.23,176,2.07,1
2024-01-05,NODE_01,5,10,7.66,27.5,169,5.03,0
2024-01-05,NODE_01,5,20,8.01,26.05,178,5.48,0
2024-01-05,NODE_01,5,30,7.89,24.86,173,6.46,0
2024-01-05,NODE_01,5,40,7.99,26.04,177,5.94,0
2024-01-05,NODE_01,5,50,7.89,26.2,180,5.5,0
2024-01-05,NODE_01,5,60,7.87,25.09,123,6.84,0
2024-01-05,NODE_01,5,70,8.0,24.82,183,2.29,1
2024-01-05,NODE_01,5,80,7.46,25.68,181,2.62,1
2024-01-05,NODE_01,5,90,7.86,25.33,189,6.53,0
2024-01-05,NODE_01,5,100,7.39,25.94,174,7.22,0
2024-01-05,NODE_01,5,110,7.02,22.41,176,2.07,1
2024-01-05,NODE_01,5,120,7.85,23.0,119,7.4,0
2024-01-05,NODE_01,5,130,7.95,24.22,123,2.97,1
2024-01-05,NODE_01,5,140,7.9,25.64,164,4.23,0
2024-01-05,NODE_01,5,150,7.87,24.92,176,5.71,0
2024-01-05,NODE_01,5,160,7.95,24.75,130,2.2,1
2024-01-05,NODE_01,5,170,8.16,24.51,137,7.4,0
2024-01-05,NODE_01,5,180,7.84,24.26,171,5.54,0
2024-01-05,NODE_01,5,190,8.06,24.18,139,2.37,1
2024-01-05,NODE_01,5,200,7.97,23.73,149,2.91,1
2024-01-05,NODE_01,5,210,7.41,23.21,168,2.09,1
2024-01-05,NODE_01,5,220,7.66,24.03,190,1.64,1
2024-01-05,NODE_01,5,230,7.49,23.46,187,1.92,1
2024-01-05,NODE_01,5,240,7.99,26.69,186,4.78,0
2024-01-05,NODE_01,5,250,8.0,24.24,135,2.51,1
2024-01-05,NODE_01,5,260,8.03,24.86,190,1.31,1
2024-01-05,NODE_01,5,270,8.13,23.84,185,2.08,1
2024-01-05,NODE_01,5,280,7.8,24.18,126,6.87,0
2024-01-05,NODE_01,5,290,8.12,21.49,178,1.78,1
2024-01-05,NODE_01,5,300,8.03,26.27,182,4.67,0
2024-01-05,NODE_01,5,310,8.0,27.32,172,5.33,0
2024-01-05,NODE_01,5,320,7.66,23.2,120,6.2,0
2024-01-05,NODE_01,5,330,8.22,26.95,126,2.4,1
2024-01-05,NODE_01,5,340,7.94,24.69,135,2.39,1
2024-01-05,NODE_01,5,350,7.73,24.26,165,5.97,0
2024-01-05,NODE_01,5,360,7.87,23.49,178,2.12,1
2024-01-05,NODE_01,5,370,7.95,26.49,183,2.28,1
2024-01-05,NODE_01,5,380,8.11,22.83,172,2.31,1
2024-01-05,NODE_01,5,390,8.16,23.79,180,1.96,1
2024-01-05,NODE_01,5,400,8.11,25.32,124,6.49,0
2024-01-05,NODE_01,5,410,7.46,22.75,175,2.16,1
2024-01-05,NODE_01,5,420,7.86,22.32,166,2.24,1
2024-01-05,NODE_01,5,430,7.94,25.74,184,2.1,1
2024-01-05,NODE_01,5,440,8.01,23.8,184,1.92,1
2024-01-05,NODE_01,5,450,7.94,21.21,181,2.22,1
2024-01-05,NODE_01,5,460,7.92,21.13,179,2.04,1
2024-01-05,NODE_01,5,470,7.02,23.33,124,6.04,0
2024-01-05,NODE_01,5,480,8.03,25.06,167,2.48,1
2024-01-05,NODE_01,5,490,7.43,25.38,185,2.64,1
2024-01-05,NODE_01,5,500,7.85,23.3,178,2.52,1
2024-01-05,NODE_01,5,510,7.91,22.26,169,6.11,0
2024-01-05,NODE_01,5,520,7.34,25.88,137,5.75,0
2024-01-05,NODE_01,5,530,7.8,22.99,177,1.95,1
2024-01-05,NODE_01,5,540,7.95,22.87,174,1.97,1
2024-01-05,NODE_01,5,550,7.99,26.3,190,2.57,1
2024-01-05,NODE_01,5,560,7.9,24.65,183,2.39,1
2024-01-05,NODE_01,5,570,7.94,24.12,171,6.53,0
2024-01-05,NODE_01,5,580,7.85,24.14,172,6.69,0
2024-01-05,NODE_01,5,590,8.37,22.15,187,2.09,1
2024-01-05,NODE_01,5,600,8.32,22.79,129,2.4,1
2024-01-05,NODE_01,5,610,8.16,26.82,170,1.46,1
2024-01-05,NODE_01,5,620,7.63,25.95,129,6.26,0
2024-01-05,NODE_01,5,630,7.93,21.51,120,2.86,1
2024-01-05,NODE_01,5,640,8.04,26.14,179,2.79,1
2024-01-05,NODE_01,5,650,8.43,21.86,174,2.39,1
2024-01-05,NODE_01,5,660,7.51,23.38,137,5.9,0
2024-01-05,NODE_01,5,670,7.78,25.03,190,1.36,1
2024-01-05,NODE_01,5,680,8.14,23.26,182,1.14,1
2024-01-05,NODE_01,5,690,7.58,23.69,124,2.26,1
2024-01-05,NODE_01,5,700,7.94,26.23,188,4.57,0
2024-01-05,NODE_01,5,710,8.28,23.74,178,1.94,1
2024-01-05,NODE_01,5,720,8.13,25.69,188,2.28,1
2024-01-05,NODE_01,5,730,7.96,24.76,131,2.62,1
2024-01-05,NODE_01,5,740,7.93,24.75,176,6.73,0
2024-01-05,NODE_01,5,750,7.91,23.33,138,2.53,1
2024-01-05,NODE_01,5,760,8.21,25.66,120,3.62,1
2024-01-05,NODE_01,5,770,7.99,24.1,186,1.81,1
2024-01-05,NODE_01,5,780,7.92,24.38,185,2.16,1
2024-01-05,NODE_01,5,790,7.97,24.12,177,2.11,1
2024-01-05,NODE_01,5,800,8.0,24.08,176,1.9,1
2024-01-05,NODE_01,5,810,7.87,25.8,120,2.59,1
2024-01-05,NODE_01,5,820,7.71,25.83,180,5.72,0
2024-01-05,NODE_01,5,830,8.02,24.22,181,5.0,0
2024-01-05,NODE_01,5,840,8.09,25.51,175,2.18,1
2024-01-05,NODE_01,5,850,7.93,23.84,181,2.06,1
2024-01-05,NODE_01,5,860,8.09,24.62,129,2.69,1
2024-01-05,NODE_01,5,870,8.15,26.13,176,2.02,1
2024-01-05,NODE_01,5,880,7.87,26.39,180,4.4,0
2024-01-05,NODE_01,5,890,7.88,23.88,168,2.88,1
2024-01-05,NODE_01,5,900,7.97,21.05,171,2.13,1
2024-01-05,NODE_01,5,910,7.57,22.58,186,2.27,1
2024-01-05,NODE_01,5,920,8.02,22.09,175,2.39,1
2024-01-05,NODE_01,5,930,8.05,23.89,174,5.5,0
2024-01-05,NODE_01,5,940,7.97,23.76,176,2.25,1
2024-01-05,NODE_01,5,950,7.96,24.97,173,2.3,1
2024-01-05,NODE_01,5,960,7.99,24.14,124,2.46,1
2024-01-05,NODE_01,5,970,7.98,25.36,172,2.03,1
2024-01-05,NODE_01,5,980,8.3,21.26,190,2.29,1
2024-01-05,NODE_01,5,990,7.74,23.5,178,6.57,0
2024-01-05,NODE_01,5,1000,8.13,23.17,181,1.98,1
2024-01-05,NODE_01,5,1010,7.59,23.09,176,5.7,0
2024-01-05,NODE_01,5,1020,7.02,23.39,127,7.4,0
2024-01-05,NODE_01,5,1030,7.98,23.26,176,2.63,1
2024-01-05,NODE_01,5,1040,7.61,23.61,142,6.77,0
2024-01-05,NODE_01,5,1050,7.89,25.29,180,5.49,0
2024-01-05,NODE_01,5,1060,7.98,24.13,183,2.71,1
2024-01-05,NODE_01,5,1070,7.79,24.87,185,5.68,0
2024-01-05,NODE_01,5,1080,7.89,24.73,175,6.26,0
2024-01-05,NODE_01,5,1090,8.01,25.6,183,6.64,0
2024-01-05,NODE_01,5,1100,7.88,22.32,173,4.8,0
2024-01-05,NODE_01,5,1110,7.46,24.73,187,5.53,0
2024-01-05,NODE_01,5,1120,8.08,22.31,174,2.63,1
2024-01-05,NODE_01,5,1130,7.53,22.8,177,1.65,1
2024-01-05,NODE_01,5,1140,8.01,23.9,176,2.57,1
2024-01-05,NODE_01,5,1150,7.97,25.45,178,2.27,1
2024-01-05,NODE_01,5,1160,8.07,25.77,130,6.49,0
2024-01-05,NODE_01,5,1170,8.1,22.39,176,2.91,1
2024-01-05,NODE_01,5,1180,8.09,23.63,133,2.25,1
2024-01-05,NODE_01,5,1190,7.89,24.06,137,2.56,1
2024-01-05,NODE_01,5,1200,7.63,24.08,127,3.04,1
2024-01-05,NODE_01,5,1210,7.81,21.7,181,2.54,1
2024-01-05,NODE_01,5,1220,7.53,24.4,154,3.02,1
2024-01-05,NODE_01,5,1230,8.13,23.21,179,2.25,1
2024-01-05,NODE_01,5,1240,7.35,24.32,171,5.64,0
2024-01-05,NODE_01,5,1250,7.97,26.11,176,2.01,1
2024-01-05,NODE_01,5,1260,7.91,24.68,176,6.04,0
2024-01-05,NODE_01,5,1270,7.33,21.04,174,2.45,1
2024-01-05,NODE_01,5,1280,8.03,23.1,182,2.05,1
2024-01-05,NODE_01,5,1290,7.78,24.59,149,2.68,1
2024-01-05,NODE_01,5,1300,7.81,25.2,172,2.65,1
2024-01-05,NODE_01,5,1310,8.15,25.2,125,2.03,1
2024-01-05,NODE_01,5,1320,7.5,23.89,133,6.43,0
2024-01-05,NODE_01,5,1330,8.03,27.18,173,5.88,0
2024-01-05,NODE_01,5,1340,7.94,21.33,179,2.17,1
2024-01-05,NODE_01,5,1350,7.54,25.43,173,1.81,1
2024-01-05,NODE_01,5,1360,7.51,22.03,136,2.53,1
2024-01-05,NODE_01,5,1370,8.05,23.98,176,1.54,1
2024-01-05,NODE_01,5,1380,7.78,24.08,125,2.95,1
2024-01-05,NODE_01,5,1390,7.97,25.16,178,2.35,1
2024-01-05,NODE_01,5,1400,7.93,23.11,178,2.83,1
2024-01-05,NODE_01,5,1410,8.27,25.03,176,2.63,1
2024-01-05,NODE_01,5,1420,7.91,24.2,147,1.78,1
2024-01-05,NODE_01,5,1430,7.94,25.05,187,1.97,1
2024-01-06,NODE_01,6,0,7.45,22.85,181,2.69,1
2024-01-06,NODE_01,6,10,8.2,26.74,179,2.45,1
2024-01-06,NODE_01,6,20,8.05,25.16,187,2.38,1
2024-01-06,NODE_01,6,30,7.91,23.03,180,1.86,1
2024-01-06,NODE_01,6,40,8.19,23.32,190,2.1,1
2024-01-06,NODE_01,6,50,7.97,27.5,176,6.31,0
2024-01-06,NODE_01,6,60,7.56,25.57,137,2.28,1
2024-01-06,NODE_01,6,70,7.16,23.37,136,7.4,0
2024-01-06,NODE_01,6,80,7.78,24.93,180,2.74,1
2024-01-06,NODE_01,6,90,7.91,25.71,130,2.88,1
2024-01-06,NODE_01,6,100,8.29,25.77,145,2.34,1
2024-01-06,NODE_01,6,110,8.08,26.8,183,5.25,0
2024-01-06,NODE_01,6,120,8.15,25.77,144,2.11,1
2024-01-06,NODE_01,6,130,8.17,25.24,117,2.41,1
2024-01-06,NODE_01,6,140,7.8,25.0,183,4.38,0
2024-01-06,NODE_01,6,150,7.56,22.64,178,2.43,1
2024-01-06,NODE_01,6,160,8.05,24.8,174,5.35,0
2024-01-06,NODE_01,6,170,7.77,24.85,130,3.05,1
2024-01-06,NODE_01,6,180,7.69,24.01,140,7.25,0
2024-01-06,NODE_01,6,190,7.87,23.32,172,6.14,0
2024-01-06,NODE_01,6,200,8.13,24.45,183,2.33,1
2024-01-06,NODE_01,6,210,7.84,22.0,175,2.0,1
2024-01-06,NODE_01,6,220,7.89,26.77,183,1.91,1
2024-01-06,NODE_01,6,230,7.86,23.55,179,1.9,1
2024-01-06,NODE_01,6,240,7.77,24.47,175,6.06,0
2024-01-06,NODE_01,6,250,7.56,23.65,182,2.57,1
2024-01-06,NODE_01,6,260,7.99,27.32,173,5.68,0
2024-01-06,NODE_01,6,270,8.08,26.01,121,2.5,1
2024-01-06,NODE_01,6,280,7.76,22.8,174,2.65,1
2024-01-06,NODE_01,6,290,8.07,25.45,177,2.28,1
2024-01-06,NODE_01,6,300,7.53,25.83,136,2.38,1
2024-01-06,NODE_01,6,310,8.04,25.57,176,3.0,1
2024-01-06,NODE_01,6,320,8.17,22.76,183,1.49,1
2024-01-06,NODE_01,6,330,8.05,23.37,125,1.86,1
2024-01-06,NODE_01,6,340,7.88,25.82,174,2.44,1
2024-01-06,NODE_01,6,350,7.87,23.14,133,5.88,0
2024-01-06,NODE_01,6,360,7.65,24.89,163,5.61,0
2024-01-06,NODE_01,6,370,7.96,21.1,173,1.79,1
2024-01-06,NODE_01,6,380,7.85,27.06,180,6.92,0
2024-01-06,NODE_01,6,390,7.84,25.05,170,5.26,0
2024-01-06,NODE_01,6,400,8.11,24.1,166,1.67,1
2024-01-06,NODE_01,6,410,7.81,24.02,176,5.47,0
2024-01-06,NODE_01,6,420,7.99,26.53,131,2.66,1
2024-01-06,NODE_01,6,430,7.4,22.99,170,2.32,1
2024-01-06,NODE_01,6,440,8.01,24.94,173,2.01,1
2024-01-06,NODE_01,6,450,8.14,24.71,123,2.36,1
2024-01-06,NODE_01,6,460,8.09,26.01,128,2.33,1
2024-01-06,NODE_01,6,470,7.74,24.19,180,2.09,1
2024-01-06,NODE_01,6,480,7.9,25.05,170,2.47,1
2024-01-06,NODE_01,6,490,7.99,21.96,179,1.89,1
2024-01-06,NODE_01,6,500,7.24,23.54,129,5.84,0
2024-01-06,NODE_01,6,510,8.17,25.77,175,1.16,1
2024-01-06,NODE_01,6,520,8.06,25.59,146,2.26,1
2024-01-06,NODE_01,6,530,7.99,26.35,179,6.18,0
2024-01-06,NODE_01,6,540,8.05,24.81,174,2.79,1
2024-01-06,NODE_01,6,550,7.65,24.54,144,5.9,0
2024-01-06,NODE_01,6,560,7.94,23.18,154,2.43,1
2024-01-06,NODE_01,6,570,8.17,23.71,174,2.44,1
2024-01-06,NODE_01,6,580,7.87,25.38,175,5.85,0
2024-01-06,NODE_01,6,590,8.11,25.69,158,5.18,0
2024-01-06,NODE_01,6,600,7.9,23.06,190,2.91,1
2024-01-06,NODE_01,6,610,8.15,24.23,174,2.5,1
2024-01-06,NODE_01,6,620,7.85,23.88,177,6.42,0
2024-01-06,NODE_01,6,630,7.59,23.08,171,3.17,1
2024-01-06,NODE_01,6,640,7.91,25.17,172,5.86,0
2024-01-06,NODE_01,6,650,7.89,26.14,175,5.78,0
2024-01-06,NODE_01,6,660,7.49,24.64,127,1.95,1
2024-01-06,NODE_01,6,670,8.07,24.77,174,2.14,1
2024-01-06,NODE_01,6,680,7.93,25.2,134,2.83,1
2024-01-06,NODE_01,6,690,7.43,24.04,154,6.11,0
2024-01-06,NODE_01,6,700,7.8,23.7,175,2.29,1
2024-01-06,NODE_01,6,710,8.14,24.52,181,2.14,1
2024-01-06,NODE_01,6,720,8.01,25.38,180,1.92,1
2024-01-06,NODE_01,6,730,7.96,24.65,170,6.48,0
2024-01-06,NODE_01,6,740,8.02,25.32,129,2.97,1
2024-01-06,NODE_01,6,750,7.35,24.07,174,6.37,0
2024-01-06,NODE_01,6,760,7.47,24.72,186,2.48,1
2024-01-06,NODE_01,6,770,7.87,22.92,130,2.05,1
2024-01-06,NODE_01,6,780,7.22,25.18,130,5.32,0
2024-01-06,NODE_01,6,790,7.88,26.63,179,5.62,0
2024-01-06,NODE_01,6,800,8.03,25.64,178,1.74,1
2024-01-06,NODE_01,6,810,7.77,26.28,132,2.58,1
2024-01-06,NODE_01,6,820,7.26,24.37,142,6.83,0
2024-01-06,NODE_01,6,830,7.55,23.38,175,2.22,1
2024-01-06,NODE_01,6,840,7.99,23.77,141,2.53,1
2024-01-06,NODE_01,6,850,8.04,23.53,174,2.72,1
2024-01-06,NODE_01,6,860,7.31,23.87,187,2.84,1
2024-01-06,NODE_01,6,870,7.21,25.48,128,2.59,1
2024-01-06,NODE_01,6,880,7.15,24.12,132,7.4,0
2024-01-06,NODE_01,6,890,8.14,25.74,183,4.7,0
2024-01-06,NODE_01,6,900,7.98,26.21,173,5.45,0
2024-01-06,NODE_01,6,910,7.93,24.3,179,5.88,0
2024-01-06,NODE_01,6,920,8.25,22.16,139,2.25,1
2024-01-06,NODE_01,6,930,7.35,22.64,165,2.2,1
2024-01-06,NODE_01,6,940,7.57,23.32,173,5.69,0
2024-01-06,NODE_01,6,950,8.06,24.69,182,2.14,1
2024-01-06,NODE_01,6,960,7.87,24.8,180,5.15,0
2024-01-06,NODE_01,6,970,7.99,24.35,181,1.71,1
2024-01-06,NODE_01,6,980,8.08,23.52,181,1.82,1
2024-01-06,NODE_01,6,990,8.29,22.99,177,2.26,1
2024-01-06,NODE_01,6,1000,7.8,24.77,178,2.02,1
2024-01-06,NODE_01,6,1010,7.31,24.93,183,1.91,1
2024-01-06,NODE_01,6,1020,8.01,22.15,171,1.37,1
2024-01-06,NODE_01,6,1030,8.24,24.31,175,2.08,1
2024-01-06,NODE_01,6,1040,8.35,20.67,172,1.84,1
2024-01-06,NODE_01,6,1050,8.01,25.42,126,2.32,1
2024-01-06,NODE_01,6,1060,7.92,20.62,147,2.7,1
2024-01-06,NODE_01,6,1070,7.8,26.43,182,1.66,1
2024-01-06,NODE_01,6,1080,8.37,23.22,177,1.58,1
2024-01-06,NODE_01,6,1090,8.11,24.07,184,2.94,1
2024-01-06,NODE_01,6,1100,7.92,24.26,146,2.32,1
2024-01-06,NODE_01,6,1110,7.84,26.13,126,2.22,1
2024-01-06,NODE_01,6,1120,7.82,23.03,132,2.3,1
2024-01-06,NODE_01,6,1130,8.02,23.99,186,2.18,1
2024-01-06,NODE_01,6,1140,7.84,25.44,130,2.54,1
2024-01-06,NODE_01,6,1150,7.25,25.22,122,4.68,0
